rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
27;30a82aed07ed9894;902c75c481f2fdce;bbd7c2c5aa97de10;2024-10-10T08:15:40.000Z;"De #omvolking in volle glorie.
""Jongeren"" worden losgelaten in uw straten om u zo binnen te houden.
Uw eigen regeering laat de beesten op u los! 

Denkt u werkelijk dat de overheid nog voor u werkt?";4;4;10;174;omvolking;2024-10-10 11_34_57.023607;0.732572972774506;0.000658508855850;0.000001873834321;0.000950550136622;0.000642517989036;0.319440692663193;0.001328434096649;1. Against immigration, migrants, foreigners, refugees, or Muslims.
28;d866d9321173ed74;4351a5d09511d319;f013157ed8380b50;2024-10-05T10:40:28.000Z;"In de serie ‘Dagelijkse Migratie- en Asielellende’ richt ik deze keer de blik op #Wuppertal (Nordrhein-Westfalen):

#omvolking #kansenparels

Focus Deutschland - “Zelfs huisverboden houden hen niet tegen | Zwembad sluit om 12 uur omdat jonge migranten er rellen”";;4;3;167;omvolking;2024-10-10 11_34_57.023607;0.037697736173868;0.000233946368098;0.000119796612125;0.001730063930154;0.000315893441439;0.035996399819851;0.000189189566299;1. Against immigration, migrants, foreigners, refugees, or Muslims.
29;723a2900d803dc05;14052db85a12f281;8f42a38d2496def1;2024-10-07T22:25:06.000Z;"Waar heeft de N-VA ooit over ""omvolking"" gesproken?  Ik snap dat u in schuldengrootstad Gent graag fake news verspreidt, maar u hoeft de lat qua niveau daarom niet _onder_ de grond te leggen, mevrouw El-Bazioui.";;;5;101;omvolking;2024-10-10 11_34_57.023607;0.003870931454003;0.000017136246242;0.000151540065417;0.000148008562974;0.000044786400395;0.003170417388901;0.000033977186831;5. Is neutral.
30;8e7d731dd1fade9d;d6f4c08827015d03;9395e34587e4a26e;2024-10-02T09:19:28.000Z;Maar omvolking was toch een complottheorie?;;;13;286;omvolking;2024-10-10 11_34_57.023607;0.049690924584866;0.000008892402548;0.000005734205843;0.000007468665899;0.000001603550913;0.008102980442345;0.000013837569895;1. Against immigration, migrants, foreigners, refugees, or Muslims.
31;ba87c8a56665e10e;4c09a9d854971ee0;a40028f26616d572;2024-10-04T17:44:56.000Z;Omvolking in actie…;1;1;3;147;omvolking;2024-10-10 11_34_57.023607;0.012651004828513;0.000655472045764;0.000174776330823;0.001306133461185;0.000146566788317;0.031614664942026;0.001134972553700;1. Against immigration, migrants, foreigners, refugees, or Muslims.
32;c27441f3de736584;ebdbc0897f54a25f;b2a6e389650725e1;2024-10-08T08:06:00.000Z;"Gent vervreemdt aan een rotvaart. 

De 'superdiversiteit' of omvolking is schadelijk voor alle Gentenaars. Autochtone Gentenaars voelen zich steeds meer vreemde in eigen stad, en voor allochtone Gentenaars zorgt het voor kansarmoede.

Meer info: https://doorbraak.be/superdiversiteit-is-geen-troef-maar-een-handicap-ook-in-gent…";2;13;29;495;omvolking;2024-10-10 11_34_57.023607;0.326352864503860;0.000534284277819;0.000785821583122;0.000014814911083;0.000023374548618;0.007275950629264;0.000170574217918;1. Against immigration, migrants, foreigners, refugees, or Muslims.
33;956376c3428e3061;7a6298bf2be9777a;1d3189df38b806bf;2024-10-03T12:09:25.000Z;De omvolking in Amsterdam voltrekt zich in een adembenemend tempo. De helft van de inwoners van tien jaar geleden is nu alweer weg. #GeertMak;2;;4;556;omvolking;2024-10-10 11_34_57.023607;0.010312202386558;0.000529608980287;0.000500442984048;0.000421954609919;0.000308313930873;0.011863909661770;0.002632341347635;1. Against immigration, migrants, foreigners, refugees, or Muslims.
34;442561337ffaf1b8;c896cd105f35d00a;92352ac6aba4c2ff;2024-10-07T16:10:09.000Z;"Stukje bij beetje levert de PVV fundamentele standpunten in.
We zien het bij thema’s als EU klimaat,Oekraïne  & zélfs de omvolking,die de demografie van Nederland  onomkeerbaar transformeert";7;10;24;552;omvolking;2024-10-10 11_34_57.023607;0.052190613001585;0.000206871103728;0.001110682729632;0.000123019446619;0.000058187961258;0.037896491587162;0.000330382259563;1. Against immigration, migrants, foreigners, refugees, or Muslims.
35;1e5905f9e6450858;bf700fec8a2661a8;ef0a4c86a9b74cc0;2024-10-06T16:52:47.000Z;"#Marseille, nog zo'n stad die op enkele decennia volledig omvolkt werd. 

Zo'n 50 jaar geleden was het nog een authentieke Franse stad. Vandaag waant men er zich in een Maghrebijnse stad. 
#omvolking";;;2;112;omvolking;2024-10-10 11_34_57.023607;0.007115143351257;0.000012856560716;0.000041455325118;0.000037744743167;0.000011629458641;0.001136078615673;0.000395858485717;1. Against immigration, migrants, foreigners, refugees, or Muslims.
36;7228112f4f0ff9aa;b7c0b89bd98e408f;85aa3a68250cdeb5;2024-10-01T12:37:45.000Z;"In vrijwel alle gemeentes in het Brusselse vormen  mensen met Belgische roots een minderheid.

Zelfs in het landelijke Sint-Pieters-Leeuw zijn slechts 47% autochtone Belgen.

Maar we mogen niet spreken van omvolking !!";1;1;1;42;omvolking;2024-10-10 11_34_57.023607;0.016849203035235;0.000031395415135;0.000040449009248;0.000006436237982;0.000025807161364;0.000684788450599;0.000006834442047;1. Against immigration, migrants, foreigners, refugees, or Muslims.
37;4bc2cb853b1da39f;14329ccd3f623107;b7a0d74012750e36;2024-10-03T15:33:30.000Z;In de eerste helft van dit jaar kwamen er 46.000 mensen bij door migratie.  En dan zou je de term omvolking niet mogen gebruiken.;2;7;11;170;omvolking;2024-10-10 11_34_57.023607;0.008449277840555;0.000007183513844;0.000041979899834;0.000012330034224;0.000001658908332;0.002373021561652;0.000039392216422;1. Against immigration, migrants, foreigners, refugees, or Muslims.
38;338eedca207a1281;1b21712d5a28bc28;39596a5af5f14b47;2024-10-10T10:00:03.000Z;"Hoe omvolking links communisme zal afslopen

Juist! Precies! Dat topzware peperdure veel te grote ambtenaren apparaat bezwijkt onder zijn eigen gewicht, zodra het geld verhuisd naar het buitenland en er geld kostende immigranten voor in de plaats komen.";;;2;52;omvolking;2024-10-10 11_34_57.023607;0.348302066326141;0.003727792063728;0.000078258584836;0.000481635477627;0.000229902245337;0.221260830760002;0.003693755250424;1. Against immigration, migrants, foreigners, refugees, or Muslims.
39;6be5f0989fe61c5a;e87bb80fb88eb865;177a0de38f4083e4;2024-10-04T13:55:45.000Z;"Parijs 1960 en Parijs 2024. Dankzij de EU en de ongeremde massamigratie.
#omvolking";;1;2;42;omvolking;2024-10-10 11_34_57.023607;0.036934889853001;0.000349500071025;0.000341049308190;0.000129084393848;0.000034953882277;0.002510860329494;0.000099075521575;1. Against immigration, migrants, foreigners, refugees, or Muslims.
40;debaabe574c3ef38;366581b82d5665a1;fd41dedda255d4ba;2024-10-06T07:58:22.000Z;"De Franse politicoloog Dominique Reynié: ""Het is zeer pijnlijk en niet aangenaam om het te zeggen, maar de toename van het #antisemitisme komt door de demografische ontwikkeling en de #islam."" 

De #omvolking en de #islamisering dus.";16;133;583;12K;omvolking;2024-10-10 11_34_57.023607;0.062872849404812;0.000010919925444;0.000000411428402;0.000040968428948;0.000001732489864;0.003127368632704;0.000042508763727;1. Against immigration, migrants, foreigners, refugees, or Muslims.
41;7d3b9ed28d7ce601;ab73256b5ad25155;0040159c05b61158;2024-10-08T08:47:22.000Z;"ps 
""Moslims met een prominente rol in onze maatschappij, die normaliter eindeloos twitteren over racisme en islamofobie"" 

Omvolking daarentegen is volgens Abdelkader Benali
een prima ontwikkeling (althans, zolang daarmee islamfascisme wordt geïmporteerd)";;;3;59;omvolking;2024-10-10 11_34_57.023607;0.164992868900299;0.000033811753383;0.000001401710733;0.000247932766797;0.000015483030438;0.003550985129550;0.000114062982902;1. Against immigration, migrants, foreigners, refugees, or Muslims.
42;690c977b0e3008ca;87a60a792466f0d5;7f28131f95e445ff;2024-10-07T15:14:25.000Z;Wat ben jij toch geil op die omvolking!!;;1;23;169;omvolking;2024-10-10 11_34_57.023607;0.112999230623245;0.000595566001721;0.000018323975382;0.229854494333267;0.002585767069831;0.012396733276546;0.000185971483006;1. Against immigration, migrants, foreigners, refugees, or Muslims.
43;c49b50a23d29c99f;ebeee72512ec8554;137a0331de53b8ab;2024-10-02T08:36:25.000Z;Correct. Ditbis gepland maar je mag niet over omvolking praten;;;2;43;omvolking;2024-10-10 11_34_57.023607;0.030530232936144;0.000027233567380;0.000067277789640;0.000016125502952;0.000007388965059;0.006306698545813;0.000027582576877;1. Against immigration, migrants, foreigners, refugees, or Muslims.
44;e9a4ef66d8b626ef;ab73256b5ad25155;0040159c05b61158;2024-10-06T11:24:20.000Z;"Achtergrond-info die NUnl weglaat/verzwijgt:
- in 2023 vonden er in Marseille 49(!) moorden plaats
- bijna allemaal direct te linken aan de omvolking & islamisering

https://lagazettefrance.fr/article/narchomicides-a-marseille-une-victime-de-15-ans-mercredi-un-tueur-presume-de-14-ans-vendredi…";4;16;97;5,6K;omvolking;2024-10-10 11_34_57.023607;0.114293150603771;0.000443824304966;0.000810858560726;0.000298038008623;0.000497294997331;0.155767187476158;0.002369270892814;1. Against immigration, migrants, foreigners, refugees, or Muslims.
45;3e51b46823b9f787;2f1e5ffc7f38ea4a;e7dcae0c53902435;2024-10-09T14:33:37.000Z;"Ongelooflijk!
Stop de omvolking!
Remigratie is een noodzaak! 
Laat Vlaanderen niet besturen door islamitische veroveraars.";;;2;35;omvolking;2024-10-10 11_34_57.023607;0.645287990570068;0.009022930637002;0.000005838954621;0.000111977002234;0.000014063722119;0.140520364046097;0.000212250728509;1. Against immigration, migrants, foreigners, refugees, or Muslims.
46;2d62bfc7fdaa1464;524249be4f384893;b306937910a8176f;2024-10-02T14:41:37.000Z;"Wat hadden ze verwacht dan dat heel NEDERLAND TERORISE EN OMVOLKING STEUND ?
KAN JE NA GAAN GESTOORD ZE ZIJN";;;3;58;omvolking;2024-10-10 11_34_57.023607;0.592625200748444;0.005556895397603;0.000042107203626;0.000257731066085;0.000008449695088;0.825075626373291;0.000804223818704;1. Against immigration, migrants, foreigners, refugees, or Muslims.
47;6c4238626cf4ec5e;9b29394d69c6aec6;702df3cad83e4130;2024-10-10T09:16:03.000Z;De omvolking mag geen strobreed in de weg worden gelegd, al stemt heel Nederland PVV.  Wat de kiezer niet wil, bijvoorbeeld windmolenparken, wordt er g woon doorgedrukt op basis van handjeklap aan 'klimaattafels' waar geen enkele burger mocht aanschuiven. Dan geen rechtsstaat.;;2;7;31;omvolking;2024-10-10 11_34_57.023607;0.051744416356087;0.000046093580750;0.001419645035639;0.000042772710003;0.000094327959232;0.062850154936314;0.000278826249996;1. Against immigration, migrants, foreigners, refugees, or Muslims.
48;bf1d323881dde739;ab73256b5ad25155;0040159c05b61158;2024-10-06T13:03:49.000Z;"Islamisering & Omvolking in cijfers:

1. Islam
2012: 4,5% aanhangers v/d ideologie islam
2022: 5,6% 
stijging van 24%(!) in 11 jr.

2. Omvolking
2001:  1.483.000 NIET-WESTERLINGEN 
2021:  2.469.000
 60% stijging (CBS!)

Waarom Bert Krale een islamfascisme-apologeet is?";2;14;38;396;omvolking;2024-10-10 11_34_57.023607;0.288020282983780;0.000588857044931;0.000001894037609;0.000019901121050;0.000024447794203;0.018237167969346;0.000077215947385;1. Against immigration, migrants, foreigners, refugees, or Muslims.
49;deafa67632542fb5;27aeaec569885375;77962d9b9908ae1a;2024-10-01T08:26:45.000Z;"""VLAAMSE"" gezinnen @HLN_BE? 
Zwarte immigranten bedoelen jullie?  
Moslim immigranten? 
#omvolking is geen complottheorie noch een ""nazi"" term maar de gure, grauwe werkelijkheid die de door ONS zelf (verplichte) gesubsidieerde #MSM ons voorspiegelt! En
@de_NVA knikt en slikt.";;2;6;133;omvolking;2024-10-10 11_34_57.023607;0.320293694734573;0.000100522192952;0.000129522712086;0.000089757450041;0.000065333108068;0.008183418773115;0.000113426191092;1. Against immigration, migrants, foreigners, refugees, or Muslims.
50;0005322982c3242d;2658f96e60fa5608;a58d71e210cab070;2024-10-01T06:22:11.000Z;Als we een jaar lang niet zouden hoeven luisteren naar linkse deugpolotici, dan zou de dreiging van een wereldoorlog van de baan zijn, de omvolking teruggedraaid, de e.u. slechts een donkere pagina uit de geschiedenis, het wef verboden in NL, en levensonderhoud weer betaalbaar.;2;5;13;197;omvolking;2024-10-10 11_34_57.023607;0.334863781929016;0.003884541103616;0.000203486328246;0.000316583260428;0.000144631194416;0.522763013839722;0.001955756219104;1. Against immigration, migrants, foreigners, refugees, or Muslims.
51;4384bf77a4f71ae0;38fc8dd6cb9cd6cb;51a5a5c5d7e202a5;2024-10-01T07:26:33.000Z;Met andere woorden: 140 miljoen extra voor de gesubsidieerde propagandapuppy's, Oekraïne, Afrika en omvolking.;;2;8;258;omvolking;2024-10-10 11_34_57.023607;0.101475521922111;0.000767758348957;0.000073875897215;0.001051953528076;0.000394024216803;0.094978041946888;0.000185026816325;1. Against immigration, migrants, foreigners, refugees, or Muslims.
52;1da1c99716070ce2;e7e39a814a893caa;3bf40a8c543b79ba;2024-10-09T09:36:20.000Z;'Ontsnappen aan omvolking' was het thema van de essaywedstrijd die wij dit jaar hebben uitgeschreven. Het winnende essay is dit jaar 'De harde weg' van de hand van @LeroyAlberts. Van harte gefeliciteerd Leroy!;;1;4;427;omvolking;2024-10-10 11_34_57.023607;0.001470121089369;0.000003729888931;0.000117060575576;0.000116079725558;0.000134555695695;0.017248839139938;0.000289938529022;6. Other: nor for or against immigration
53;dc6687fe98cd3798;cb2aaa9870ab2df9;3b25ccb7bc0571fe;2024-10-02T13:02:48.000Z;De wettige zelfverdediging tegen omvolking is geen fascisme.;1;;8;106;omvolking;2024-10-10 11_34_57.023607;0.008062697015703;0.000012303229596;0.001933249528520;0.000333077361574;0.000011710924809;0.118895910680294;0.000302326196106;1. Against immigration, migrants, foreigners, refugees, or Muslims.
54;02ba8e63a2f821cf;966d054efd6285ca;7833a27fd6d762b1;2024-10-04T12:29:20.000Z;De omvolking is een feit;2;;3;41;omvolking;2024-10-10 11_34_57.023607;0.126213401556015;0.000911940529477;0.001026932848617;0.000090340588940;0.000029236636692;0.042450949549675;0.000512816535775;1. Against immigration, migrants, foreigners, refugees, or Muslims.
55;157fc9604381831a;cdb517f0186f9d86;646e249a2b4118dc;2024-10-01T11:53:33.000Z;"Bekijk hier de cijfers voor Deinze.

Of je het nu ‘vervreemding’, ‘omvolking’, ‘multiculturaliteit’ of ‘superdiversiteit’ noemt, één ding is zeker: we stellen allemaal vast dat de samenstelling van de bevolking verandert. Ontdek nu de bevolkingssamenstelling in jouw gemeente:";;2;11;520;omvolking;2024-10-10 11_34_57.023607;0.001928420853801;0.000062585451815;0.000049294048949;0.000003192396434;0.000009549387869;0.002123252023011;0.000468618149171;5. Is neutral.
