rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
13;11ec221b7f8fb658;aeaa956041f2a652;b9b0e7ae43ebe380;2022-08-26T13:39:56.000Z;"Danny’s Wereld: ‘Ik ken geen buitenlands verstaan en ook niet spreken’

Vanavond om 22u op NPO2

#dannyswereld #dannyopstraat #terapel #vluchtelingen #asielzoekers #groningen #VVD #d66 #CDA #ChristenUni #KABINET #Ruttte #npo2 #npo";357;727;2,8K;/dannyghosen###/dannyghosen###/dannyghosen/status/1563159310720385024###/hashtag/dannyswereld?src=hashtag_click###/hashtag/dannyopstraat?src=hashtag_click###/hashtag/terapel?src=hashtag_click###/hashtag/vluchtelingen?src=hashtag_click###/hashtag/asielzoekers?src=hashtag_click###/hashtag/groningen?src=hashtag_click###/hashtag/VVD?src=hashtag_click###/hashtag/d66?src=hashtag_click###/hashtag/CDA?src=hashtag_click###/hashtag/ChristenUni?src=hashtag_click###/hashtag/KABINET?src=hashtag_click###/hashtag/Ruttte?src=hashtag_click###/hashtag/npo2?src=hashtag_click###/hashtag/npo?src=hashtag_click;vluchtelingen;2024-10-10 11_34_57.023607;0.007452124264091;0.000001608993671;0.000081242898887;0.000055171396525;0.000350315356627;0.001332280226052;0.000265698268777;5. Is neutral.
14;4ca8613568e84e3b;9fd38b2452dcea4f;1c6f44623de6ceaa;2024-10-03T15:50:56.000Z;Paar jaar terug voorspeld, Torenflats vol met vluchtelingen;1;5;16;475;vluchtelingen;2024-10-10 11_34_57.023607;0.064062692224979;0.000041562561819;0.000052355866501;0.000054035757785;0.000037628298742;0.011696254834533;0.000828867021482;1. Against immigration, migrants, foreigners, refugees, or Muslims.
15;f3bf89b06c1890c5;c998a137fa7568a4;3ade8b65d72bad90;2024-10-10T06:35:15.000Z;"Echte vluchtelingen klagen niet.
Ga lekker terug waar je vandaan kwam.";38;64;202;2,2K;vluchtelingen;2024-10-10 11_34_57.023607;0.456272780895233;0.000040225593693;0.000134429486934;0.000009322745427;0.000000251751231;0.133418396115303;0.000029875191103;1. Against immigration, migrants, foreigners, refugees, or Muslims.
16;010ee3339f196654;80be06a77667403c;fa6f94e091a1775a;2024-10-04T13:53:57.000Z;"Het viel niemand op dat de 
jonge minister Faber ook nog
mee zong in de oude video
van het ""vluchtelingen welkom""
koortje.";7;;4;1,4K;vluchtelingen;2024-10-10 11_34_57.023607;0.006381692364812;0.000006933935765;0.000001670459710;0.001010622945614;0.000843869580421;0.002095549833029;0.000034915203287;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
17;948b9b96d9c345c6;a4665bc4592c31b8;212a378d3f6d6d3d;2024-10-04T11:44:32.000Z;Echte oorlogs vluchtelingen willen we wel TIJDELIJK opvangen,maar geen terroristen.dus geen moslims. De rest moet gewoon het land uit.Ik dacht dat jij het daar mee eens was Edwin?Of ben jij ook opeens zo super anthousiast over de islam?;1;1;3;108;vluchtelingen;2024-10-10 11_34_57.023607;0.895047962665558;0.046398963779211;0.000008363990673;0.000003092512998;0.000003827761702;0.967975378036499;0.000250563229201;1. Against immigration, migrants, foreigners, refugees, or Muslims.
18;3b8e8e3acdb9c2e1;06ac1c95cae5dc7d;4f1d2284d3fe0f4b;2024-10-03T19:44:01.000Z;Ik ga maar even niets zeggen over het door de Joodse gemeenschap zelfgefinancierde kamp Westerbork om Joodse vluchtelingen op te vangen en deze tweet . Je vraagt je toch af waarom iemand besluit dit zo met deze foto te tweeten…;;;3;243;vluchtelingen;2024-10-10 11_34_57.023607;0.076446823775768;0.000037987334508;0.000038737609430;0.000277217564872;0.000145005149534;0.071642339229584;0.000723638280760;6. Other: questioning motives behind tweet
19;9e1afc33f23398b8;ef6e062a617124ed;01c749c2d183a913;2024-10-09T20:15:55.000Z;"Leuk die vluchtelingen, vervolgens keren ze niet terug en fokken ze hier als konijnen.
Gewoon permanente verblijfsvergunningen afschaffen behalve in zeer uitzonderlijke situaties.

En die opvangcentras kosten ook kapitalen dat geld ia beter te besteden.

VOL=VOL

#vandaaginside";2;3;28;1,5K;vluchtelingen;2024-10-10 11_34_57.023607;0.570721030235291;0.000372320413589;0.000003767415365;0.000504649477079;0.000382765429094;0.056094564497471;0.000177227266249;1. Against immigration, migrants, foreigners, refugees, or Muslims.
20;5c37ab9952f80657;8334189876be0d2e;8b6d2f118209a58e;2024-10-05T11:46:40.000Z;"Inteelt barbaar in de  UK is het helemaal zat, Sharia Law is de uitkomst, ze hebben niets met democratie.

Toch raar dat ze moesten vluchten uit het kalifaat, om een nieuw kalifaat te maken, of zijn het geen vluchtelingen

Volgens de linkse deugneuzen is iedereen welkom.";;3;6;126;vluchtelingen;2024-10-10 11_34_57.023607;0.862048506736755;0.000825763680041;0.000047731416998;0.000216015527258;0.000028712069252;0.178878530859947;0.002797346562147;1. Against immigration, migrants, foreigners, refugees, or Muslims.
21;5bf36fec3a7e31b1;176b0ac94faccd98;83636fd00de3dd00;2024-10-09T07:55:48.000Z;"2 allochtonen die bang zijn voor vluchtelingen.

#SlappeHap";1;6;10;114;vluchtelingen;2024-10-10 11_34_57.023607;0.629181802272797;0.000009797860912;0.000061627382820;0.000256242579780;0.000083458784502;0.000857489590999;0.000016365980628;1. Against immigration, migrants, foreigners, refugees, or Muslims.
22;bbe16603b3d3fa78;2238dd61a1bf8381;2666415337c3e765;2024-10-09T10:37:25.000Z;"""Overdag zijn de vluchtelingen in Ter Apel"". Dus er wordt dagelijks 2x met twee bussen vol ruim 140 km gereden. Logisch.";2;2;15;694;vluchtelingen;2024-10-10 11_34_57.023607;0.018830116838217;0.000062992738094;0.000525939394720;0.000011180394722;0.000012677402992;0.019468540325761;0.000158995870151;5. Is neutral.
23;2c718a5e35879719;1c27c8bab3d44f61;5343ded59cf08930;2024-10-08T12:39:23.000Z;"De gemeente Deventer biedt tijdelijk onderdak aan 100 vluchtelingen. Zij zullen 2 weken in de sporthal ‘De Uutvlog’ in Bathmen verblijven. Daar komen zij vanavond al aan. 

Lees meer via  https://bit.ly/47W1oew";9;11;35;6,4K;vluchtelingen;2024-10-10 11_34_57.023607;0.000920571794268;0.000009333884009;0.000015006619833;0.000029866958357;0.000125498248963;0.002607282949611;0.000306973262923;5. Is neutral.
24;44c0c66c60f8101b;66bf4f98b0ad1e85;609f11f242f9960a;2024-10-05T10:37:30.000Z;Toen ik gedupeerd werd door de belastingdienst kreeg ik nergens hulp of woonruimte. Dan komt als je dit leest hard binnen. Zeker gezien het feit dat veel gedupeerden alles kwijt zijn geraakt, ja ik ook en dat ook dat niet bij 1 keer bleef. Alleen echte vluchtelingen zijn welkom;1;1;6;261;vluchtelingen;2024-10-10 11_34_57.023607;0.041467353701591;0.000004688199169;0.002475992776453;0.000016258811229;0.000002802382141;0.011370845139027;0.000097496864328;1. Against immigration, migrants, foreigners, refugees, or Muslims.
25;ba40f3afaa5bebe4;bcf52b5d53fcab8b;5535926f2291d79b;2024-10-05T20:49:55.000Z;Ik heb meer als 100 kinder- en jeugdboeken die ga ik uitzoeken en alle boeken die mij niet dierbaar zijn ga ik doneren aan vluchtelingen kinderen. #detaalleren #lezen #voorlezen #welkom;;;2;14;vluchtelingen;2024-10-10 11_34_57.023607;0.001276425435208;0.000009530446732;0.000021348760129;0.000095708426670;0.000147839309648;0.001514143892564;0.000056556906202;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
26;c79c03d2150fbba3;2ea5503b700491ef;5ffb5b4d3f5ca025;2024-10-08T08:37:39.000Z;"Tjongejonge. Ik voel zo'n afkeer hiertegen. Het is een geplande omvolking. 
S . O . S. 

Europees Hof zet Europa open voor miljoenen Afghaanse vluchtelingen";;1;5;192;vluchtelingen;2024-10-10 11_34_57.023607;0.315227657556534;0.003727583447471;0.000345023028785;0.000377204152755;0.000287095142994;0.360270261764526;0.001752532669343;1. Against immigration, migrants, foreigners, refugees, or Muslims.
27;c0245274191ba19a;72bed8a48ce452f4;857c27cc1af5d795;2024-10-09T08:46:37.000Z;Europees Hof zet Europa open voor miljoenen Afghaanse vluchtelingen - De genadeslag voor de Westerse vrije beschaving, cultuur en waarden? Waar gaan we heen?! @geertwilders doet niets. “Veel beloven, weinig geven doet de naïevelingen in vreugde leven”;4;;5;221;vluchtelingen;2024-10-10 11_34_57.023607;0.237485364079475;0.000282783905277;0.000009393382243;0.000074036972364;0.000071621165262;0.194866225123405;0.001281796838157;1. Against immigration, migrants, foreigners, refugees, or Muslims.
28;903de9ec979155fd;33724f5e217c1df4;168315e3d3ddf2d0;2024-10-01T15:07:09.000Z;"Reminder:
Het begint niet met Kristallnacht.
Het begint niet met gaskamers.
Het begint niet met concentratiekampen.

Het begint met te zeggen dat vluchtelingen de oorzaak zijn van alle problemen in Nederland en dat we een asiel-noodwet nodig hebben. #PVV #Klever #Faber";48;302;877;50K;vluchtelingen;2024-10-10 11_34_57.023607;0.186881944537163;0.000848178111482;0.000039701386413;0.000037236921344;0.000019695491574;0.072491228580475;0.000287859264063;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
29;c58d07a692f00541;54cc61bdf77490c4;c7348ff65db4a339;2024-10-05T16:06:48.000Z;"Libanezen die naar Syrië vluchten.
Vluchten voor een oorlog, maar in Syrië is het toch ook gevaarlijk (zeggen ze)? Zijn Libanezen dan imuum of waarom vragen Syriëers asiel aan in NL? Of zijn het geen echte vluchtelingen en zijn ze gewoon economische ""vluchtelingen""?
#asielzoekers";;2;4;71;vluchtelingen;2024-10-10 11_34_57.023607;0.043284952640533;0.000015683519450;0.000017956577722;0.000026074236303;0.000004855148745;0.001078639528714;0.000092419017165;1. Against immigration, migrants, foreigners, refugees, or Muslims.
30;23c7162c3920dc6e;93da5680e6580f08;1baef579aa0b88e3;2024-10-08T05:13:16.000Z;"Wie zijn de Blauwe Revolutie?
Zij zijn jonge vluchtelingen uit Eritrea, gevlucht voor het totalitaire regime van Eritrea. #FreeJohnBlack #TransnationalRepression #Eritrea #BlueRevolution
@MinPres @GemeenteDenHaag @pieteromtzigt @telegraaf @DutchMFA @lientje1967 @DutchNewsNL";2;73;67;502;vluchtelingen;2024-10-10 11_34_57.023607;0.001028814935125;0.000132828849018;0.000003679203019;0.000354413175955;0.000142612727359;0.007329069077969;0.000226794785704;5. Is neutral.
31;bb088b5e4084ba60;12b0c66dcd43f174;7d38a1b2ddec99df;2024-10-04T18:30:02.000Z;"Lieve Sint,

Voor dit jaar graag wat bordjes voor de vluchtelingen.
Omdat ik wenste dat ze heengingen.

Want ze doen onze huizen en onze banen inpikken,
althans dat maak ik de mensen wijs.

Dus wil ik ze lekker laten schrikken,
als ze hier aankomen na hun barre reis. 

Dankuwel.";1;;4;220;vluchtelingen;2024-10-10 11_34_57.023607;0.437751799821854;0.020687989890575;0.000064559259044;0.000104104175989;0.000001739238996;0.161992877721786;0.000428574538091;1. Against immigration, migrants, foreigners, refugees, or Muslims.
32;e30f6ab52bfd1021;1deb0a3b86750d0e;9cf5a712f05b015f;2024-10-09T20:27:22.000Z;Oekrainers, libanesen etc. waarom moet nl altijd zorgen voor vluchtelingen. Na luxemburg zijn we het kleinste land van Europa #vandaaginside;;1;6;516;vluchtelingen;2024-10-10 11_34_57.023607;0.202552139759064;0.000013604111700;0.000027198710086;0.000024383762138;0.000015201055248;0.004477563314140;0.000026467083444;1. Against immigration, migrants, foreigners, refugees, or Muslims.
33;3141c5796481d80e;30930eb67a0e39fa;f0545e4093abb3d0;2024-10-09T20:31:36.000Z;"Yesilgöz: “het slaat nergens op, het is symboolpolitiek”
Van der Plas: “vluchtelingen pesten”

Maar VVD en BBB vinden het plaatsen van de terugkeerborden van Faber nog steeds een goed idee. 

#extreemrechts";;;4;190;vluchtelingen;2024-10-10 11_34_57.023607;0.144645109772682;0.000478846312035;0.000109813925519;0.000645423191600;0.000147324972204;0.026829648762941;0.000040720238758;1. Against immigration, migrants, foreigners, refugees, or Muslims.
34;c009f75d00b5ff4f;a52cc839592e5108;540202b8cbccfcd6;2024-10-09T04:32:49.000Z;"Uh oh, nu alleen nog wachten op boze PVV stemmers op X.
En niet te vergeten een boze Geert.";;;3;31;vluchtelingen;2024-10-10 11_34_57.023607;0.048083927482366;0.001851266366430;0.000030686827813;0.000385531777283;0.000192965351744;0.100713059306145;0.000390035333112;5. Is neutral.
35;97076b0f1711c545;f46cf2b95a332ba2;c8083fd928f6ceb1;2024-10-08T11:56:39.000Z;"Het ene bordje is het ander niet! Dit bordje raakt een Nederlander en dan is het gejank/geblèr/gezanik niet van de lucht. Joden, vluchtelingen e.a. mag rustig.

En voor alle zekerheid, ik jank niet over Faber en haar bordjes! Ik haat, min- en veracht de vieze trol en d'r bordjes.";;;3;46;vluchtelingen;2024-10-10 11_34_57.023607;0.536435246467590;0.000018935854314;0.000059459991462;0.000360155099770;0.000062533676100;0.214270621538162;0.000209647274460;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
36;b9dc32d07ca37891;93d382d49d06a2ed;3bb4245bd4d4125e;2024-10-06T08:38:14.000Z;Israel bombardeert een moskee met vluchtelingen in #Gaza. Gewoon, omdat het kan. Omdat westerse regeringen een ideologie accepteren die moslims en Palestijnen niet als mens en gelijke erkennen. #Israël #Gaza;9;1;5;183;vluchtelingen;2024-10-10 11_34_57.023607;0.396622687578201;0.001365507137962;0.000004962157163;0.000363521801773;0.000026691177482;0.854777693748474;0.013401015661657;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
37;2e9d85a64c5f3b48;5ca6213bc46095e3;384ef725d684f7b3;2024-10-05T07:46:49.000Z;"Deugmens vind ik wel een eretitel.
Beter dan een onmens zoals velen, die echte vluchtelingen met de nek aankijken.
Enkel en alleen vanwege de hetze tegen 1000 gelukzoekers die allemaal terug worden gestuurd

Zie uitzetting naar Marokko: https://nos.nl/l/2505779";2;;12;1K;vluchtelingen;2024-10-10 11_34_57.023607;0.399586290121078;0.000412576628150;0.000033330550650;0.000101376630482;0.000007209077467;0.032281868159771;0.000171281892108;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
38;b7152189e393973e;40f596a1d5fa4b49;3f4658d8e58118ec;2024-10-09T06:27:08.000Z;Minister Faber brengt vluchtelingen in extreme materiële armoede’ die hun ‘menselijke waardigheid’ aantast. Zij moet namens de staat vreemdelingen voorzien in de meest essentiële levensbehoeften – bed, bad en brood, dus.;2;4;9;329;vluchtelingen;2024-10-10 11_34_57.023607;0.014682303182781;0.000005206050901;0.000027282905648;0.000081307458458;0.000019419032469;0.080429203808308;0.002860305598006;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
39;c1e73a0d6ef7591c;c7dc802dd40d06db;0f0b2e4b2372732b;2024-10-10T07:38:38.000Z;En die gaan doorfokken. En er komen er wekelijks 1000 bij die ook gaan fokken. Nederland regieloos. Van en voor dombo's en tuig. #illegalen #asielzoekers #vluchtelingen. Maar volgens linkse klootzakken heeft Nederland een opvangprobleem. JC, naar welke enge film kijk ik?;;1;3;381;vluchtelingen;2024-10-10 11_34_57.023607;0.978793501853943;0.000046951539844;0.000005606247669;0.000568055605981;0.000090957168140;0.122849136590958;0.000090099092631;1. Against immigration, migrants, foreigners, refugees, or Muslims.
40;3defa8036a0e0c12;5ca4044b08cd0b22;ae8deca3bc9d2cf4;2024-10-05T09:55:03.000Z;En Europa wil geen vluchtelingen!!!;;3;4;181;vluchtelingen;2024-10-10 11_34_57.023607;0.510466158390045;0.000009471199519;0.000003693536200;0.000014344655028;0.000001662528916;0.001717793289572;0.000008003792573;1. Against immigration, migrants, foreigners, refugees, or Muslims.
41;fb1db2cd93efd0df;ae932c905ed7f38e;9ca95ebc4126ea76;2024-10-08T02:29:02.000Z;Ja, en u zat daar met de antisemieten en racisten van de PVV. Schaamteloos! U aan het hoofd van een tot op het bot verdorven kabinet van racisten en fascisten. Gaat ook heel lekker, toch! 130 km op 67 km, stront tot over onze oren en borden om vluchtelingen af te schrikken.;2;;5;144;vluchtelingen;2024-10-10 11_34_57.023607;0.742561578750610;0.004585750401020;0.000228116798098;0.000455849221908;0.000034825185139;0.502999424934387;0.000811023812275;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
42;5c62e666329f3fe7;c1b36cef39796237;967fa8d8d30eb6d4;2024-10-09T08:09:01.000Z;Europees Hof zet Europa open voor miljoenen Afghaanse vluchtelingen;10;8;19;558;vluchtelingen;2024-10-10 11_34_57.023607;0.046295288950205;0.000306885776808;0.000077598539065;0.000143713143188;0.000041279778088;0.025573886930943;0.000892988173291;1. Against immigration, migrants, foreigners, refugees, or Muslims.
43;8c5a1a208afeb02f;1b537a7b5a7ae4dd;a83536fc03d060e6;2024-10-01T12:19:30.000Z;"Dit kabinet  is saai, gaat alles over  vluchtelingen 
niet meer dan dat";13;;3;1,9K;vluchtelingen;2024-10-10 11_34_57.023607;0.423992127180099;0.000050347847719;0.000173772466951;0.000021117717552;0.000041926330596;0.015915703028440;0.000115242299216;5. Is neutral.
44;3f0dd12a3f87d97e;5066a5d89f352178;ca9014c52149eb43;2024-10-09T07:41:00.000Z;"Voetbal is voor iedereen!

Deze week brengen @UEFA en UNHCR 16 teams van vluchtelingen en spelers uit hun gastgemeenschappen samen om te strijden voor de #UnityEUROCup 2024.

Team NL is onderweg!";;;5;163;vluchtelingen;2024-10-10 11_34_57.023607;0.001229510060511;0.000014714560166;0.000005318774129;0.000052157378377;0.000008991304639;0.001181319123134;0.000120298333059;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
45;ef6a5ca962d03388;30ebbd9ea9cf4e7d;7d748de1b0940d73;2024-10-04T07:50:57.000Z;Dit kabinet doet er werkelijk alles aan om vluchtelingen- en migratie stromen te bevorderen;3;6;9;182;vluchtelingen;2024-10-10 11_34_57.023607;0.176364675164223;0.000076816060755;0.000067588509410;0.000126611645101;0.000115992537758;0.010289403609931;0.000051693699788;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
46;d64466d311967655;3bf5c55dadb8e176;8b10b9f85d980371;2024-10-04T09:38:56.000Z;"Vanaf eind februari 2022 tot 1 mei 2024 maakten 153 duizend mensen met de Oekraïense nationaliteit gebruik vd richtlijn tijdelijke bescherming vanwege de oorlog in Oekraïne. Ruim 43 duizend (28%) vertrokken weer (stand 1 mei 2024). @statistiekcbs
https://cbs.nl/nl-nl/maatwerk/2024/40/oekraiense-vluchtelingen-1-mei-2024…";2;4;6;2,9K;vluchtelingen;2024-10-10 11_34_57.023607;0.001250813947991;0.000067848945037;0.000218108078116;0.000046584977099;0.000030721439543;0.002879723906517;0.000066796608735;5. Is neutral.
47;5d448cbcbd85c1c1;81f8f6dde88365f3;20011cde6912ac60;2024-10-08T11:59:57.000Z;"Dit moet je lezen!
De man heeft zo,n gelijk .
Dit zijn de mensen die we graag opvangen.
Ervaringdeskundige waar naar geluisterd hoort te worden.
Zo niet zal Nederland over enkele jaren geen veilig land meer zijn voor de echte vluchtelingen.!!
#nieuwsuur #NPO #Barlaat #humberto";;2;3;420;vluchtelingen;2024-10-10 11_34_57.023607;0.129325598478317;0.000198402587557;0.000003737465931;0.000057801498770;0.000032999159885;0.031874015927315;0.000010454568837;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
48;afe763141c6bc240;81f653e9fefbae51;55a47ddd16c9b819;2024-10-09T09:00:37.000Z;In de plannen van de EU, 2016, stond al dat Nederland 8 miljoen Afrikaanse vluchtelingen moest gaan opnemen in de periode tot 2030. Dat jaartal van de SDG's van die terror-organisatie WEF;1;4;3;214;vluchtelingen;2024-10-10 11_34_57.023607;0.250777393579483;0.000146563572343;0.000113933077955;0.000050489248679;0.000066933251219;0.046566866338253;0.000112367524707;1. Against immigration, migrants, foreigners, refugees, or Muslims.
49;0c898cf77db47e77;bbda717a969cd343;a6df2eba477d0c7e;2024-10-05T07:43:47.000Z;"De Golfstaten zijn veel dichterbij en bovendien daar ook hun islamitische cultuur. Waarom gaan ze daar niet naar toe? In de bijgaande video legt een hoge ambtenaar uit waarom ze geen vluchtelingen opnemen.
Waarom geven de Golfstaten wel geld aan de moskeeën hier in het westen?";1;3;14;258;vluchtelingen;2024-10-10 11_34_57.023607;0.050505917519331;0.000006425333595;0.000031485811633;0.000316372053931;0.000175465611392;0.003820986486971;0.000428157829447;1. Against immigration, migrants, foreigners, refugees, or Muslims.
