id;wayback url;url;name;date;title_then;subtitle_then;wayback id;name_today;section;word_count;words_added;words_removed;word_diff_absolute;word_diff_relative
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20231217082609id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20231217082609id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2023-12-17;About X limits;Why have limits?;20231217082609;About X limits;Safety and cybercrime;863;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240114105933id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.html.md;wayback.archive.org/web/20240114105933id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits.html;2024-01-14;About X limits;Why have limits?;20240114105933;About X limits;Safety and cybercrime;895;33;0;33;0.038238702201622246
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240229113845id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20240229113845id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2024-02-29;About X limits;Why have limits?;20240229113845;About X limits;Safety and cybercrime;896;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240313153845id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.html.md;wayback.archive.org/web/20240313153845id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits.html;2024-03-13;About X limits;Why have limits?;20240313153845;About X limits;Safety and cybercrime;895;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240403233744id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20240403233744id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2024-04-03;About X limits;Why have limits?;20240403233744;About X limits;Safety and cybercrime;896;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240415113455id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20240415113455id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2024-04-15;About X limits;Why have limits?;20240415113455;About X limits;Safety and cybercrime;896;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240526064131id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20240526064131id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2024-05-26;About X limits;Why have limits?;20240526064131;About X limits;Safety and cybercrime;896;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240709025043id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits.md;wayback.archive.org/web/20240709025043id_/https%3A/help.twitter.com/en/rules-and-policies/x-limits;https://help.twitter.com/en/rules-and-policies/x-limits;x-limits;2024-07-09;About X limits;Why have limits?;20240709025043;About X limits;Safety and cybercrime;896;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20231001154238id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.html.md;wayback.archive.org/web/20231001154238id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited.html;2023-10-01;About specific instances when a post’s reach may be limited;Share this article;20231001154238;About a specific instance when a post's reach may be limited;Platform use guidelines;1200;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20231015223219id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.html.md;wayback.archive.org/web/20231015223219id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited.html;2023-10-15;About specific instances when a post’s reach may be limited;Share this article;20231015223219;About a specific instance when a post's reach may be limited;Platform use guidelines;1160;11;51;62;0.051666666666666666
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20231205020036id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.md;wayback.archive.org/web/20231205020036id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited;2023-12-05;About specific instances when a post’s reach may be limited;Share this article;20231205020036;About a specific instance when a post's reach may be limited;Platform use guidelines;1159;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240111011218id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.md;wayback.archive.org/web/20240111011218id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited;2024-01-11;About specific instances when a post’s reach may be limited;Share this article;20240111011218;About a specific instance when a post's reach may be limited;Platform use guidelines;1192;33;0;33;0.028472821397756688
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240313145830id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.html.md;wayback.archive.org/web/20240313145830id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited.html;2024-03-13;About specific instances when a post’s reach may be limited;Share this article;20240313145830;About a specific instance when a post's reach may be limited;Platform use guidelines;1208;15;0;15;0.012583892617449664
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240508062947id_/http%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.md;wayback.archive.org/web/20240508062947id_/http%3A/help.twitter.com/en/rules-and-policies/x-reach-limited;http://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited;2024-05-08;About specific instances when a post’s reach may be limited;Share this article;20240508062947;About a specific instance when a post's reach may be limited;Platform use guidelines;1192;0;15;15;0.012417218543046357
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20240529053045id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited.md;wayback.archive.org/web/20240529053045id_/https%3A/help.twitter.com/en/rules-and-policies/x-reach-limited;https://help.twitter.com/en/rules-and-policies/x-reach-limited;x-reach-limited;2024-05-29;About specific instances when a post’s reach may be limited;Share this article;20240529053045;About a specific instance when a post's reach may be limited;Platform use guidelines;1207;15;0;15;0.012583892617449664
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20191016095445id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20191016095445id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2019-10-16;General guidelines and policies;Defining the public interest;20191016095445;About public-interest exceptions on X;Platform use guidelines;2682;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20191227144426id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20191227144426id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2019-12-27;General guidelines and policies;Defining the public interest;20191227144426;About public-interest exceptions on X;Platform use guidelines;2737;66;11;77;0.02870991797166294
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200401033804id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200401033804id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-04-01;General guidelines and policies;Defining the public interest;20200401033804;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200519063813id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200519063813id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-05-19;General guidelines and policies;Defining the public interest;20200519063813;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200527021036id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200527021036id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-05-27;General guidelines and policies;Defining the public interest;20200527021036;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200530015253id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200530015253id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-05-30;General guidelines and policies;Defining the public interest;20200530015253;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200601154022id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.html.md;wayback.archive.org/web/20200601154022id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest.html;2020-06-01;General guidelines and policies;Defining the public interest;20200601154022;About public-interest exceptions on X;Platform use guidelines;2731;0;2;2;0.0007307270734380709
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200610140038id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200610140038id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-06-10;General guidelines and policies;Defining the public interest;20200610140038;About public-interest exceptions on X;Platform use guidelines;2737;2;0;2;0.0007323324789454412
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200620122152id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200620122152id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-06-20;General guidelines and policies;Defining the public interest;20200620122152;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200630043358id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200630043358id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-06-30;General guidelines and policies;Defining the public interest;20200630043358;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200701164741id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200701164741id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-07-01;General guidelines and policies;Defining the public interest;20200701164741;About public-interest exceptions on X;Platform use guidelines;2737;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200710152759id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200710152759id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-07-10;General guidelines and policies;Defining the public interest;20200710152759;About public-interest exceptions on X;Platform use guidelines;2738;1;0;1;0.00036536353671903543
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200720023056id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200720023056id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-07-20;General guidelines and policies;Defining the public interest;20200720023056;About public-interest exceptions on X;Platform use guidelines;2752;15;1;16;0.005843681519357195
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200730174549id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200730174549id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-07-30;General guidelines and policies;Defining the public interest;20200730174549;About public-interest exceptions on X;Platform use guidelines;2742;5;15;20;0.007267441860465116
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200801024444id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200801024444id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-08-01;General guidelines and policies;Defining the public interest;20200801024444;About public-interest exceptions on X;Platform use guidelines;2742;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200810092653id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200810092653id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-08-10;General guidelines and policies;Defining the public interest;20200810092653;About public-interest exceptions on X;Platform use guidelines;2742;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200820141045id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200820141045id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-08-20;General guidelines and policies;Defining the public interest;20200820141045;About public-interest exceptions on X;Platform use guidelines;2742;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200830005917id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200830005917id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-08-30;General guidelines and policies;Defining the public interest;20200830005917;About public-interest exceptions on X;Platform use guidelines;2747;5;0;5;0.0018234865061998542
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200901010736id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200901010736id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-09-01;General guidelines and policies;Defining the public interest;20200901010736;About public-interest exceptions on X;Platform use guidelines;2747;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200910101634id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200910101634id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-09-10;General guidelines and policies;Defining the public interest;20200910101634;About public-interest exceptions on X;Platform use guidelines;2747;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20200920151829id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20200920151829id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-09-20;General guidelines and policies;Defining the public interest;20200920151829;About public-interest exceptions on X;Platform use guidelines;2665;4;86;90;0.03276301419730615
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201001202703id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201001202703id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-10-01;General guidelines and policies;Defining the public interest;20201001202703;About public-interest exceptions on X;Platform use guidelines;2665;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201010130008id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201010130008id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-10-10;General guidelines and policies;Defining the public interest;20201010130008;About public-interest exceptions on X;Platform use guidelines;2665;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201020050826id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201020050826id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-10-20;General guidelines and policies;Defining the public interest;20201020050826;About public-interest exceptions on X;Platform use guidelines;2670;5;0;5;0.001876172607879925
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201030071909id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201030071909id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-10-30;General guidelines and policies;Defining the public interest;20201030071909;About public-interest exceptions on X;Platform use guidelines;2670;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201101020739id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201101020739id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-11-01;General guidelines and policies;Defining the public interest;20201101020739;About public-interest exceptions on X;Platform use guidelines;2670;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201110135019id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201110135019id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-11-10;General guidelines and policies;Defining the public interest;20201110135019;About public-interest exceptions on X;Platform use guidelines;2670;0;0;0;0.0
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201120153243id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201120153243id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-11-20;General guidelines and policies;Defining the public interest;20201120153243;About public-interest exceptions on X;Platform use guidelines;2674;4;0;4;0.00149812734082397
/Users/edekeulenaar/Projects/PhDs/PhD 2020-2025/Publications 📇/AUP Twitter to X/wayback_downloads_html_v2/wayback.archive.org/web/20201130012105id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest.md;wayback.archive.org/web/20201130012105id_/https%3A/help.twitter.com/en/rules-and-policies/public-interest;https://help.twitter.com/en/rules-and-policies/public-interest;public-interest;2020-11-30;General guidelines and policies;Defining the public interest;20201130012105;About public-interest exceptions on X;Platform use guidelines;2674;0;0;0;0.0
