rank;id;tweeter;tweeterid;time;text;replies;reposts;likes;views;query;datetime;Hate Score;Hate Threatening Score;Self-Harm Score;Sexual Score;Sexual Minors Score;Violence Score;Violence Graphic Score;position
11;95c110b44f280e97;108915c0294cb8cb;a2acfeda20e2686c;2024-10-06T08:55:27.000Z;"Zo jammer @DilanYesilgoz  bij #wnlopzondag 15 jaar @vvd bepalend in o.a. #asielinstroom en niks gedaan 

NU 

roepen dat @vvd al 15 jaar plannen heeft liggen om de #migratie te beperken";4;;14;889;migratie;2024-10-06 09_57_10.118611;0.120034843683243;0.000004149138022;0.000004580021596;0.000393566762796;0.000392496876884;0.005134554579854;0.000019535496904;1. Against immigration, migrants, foreigners, refugees, or Muslims.
12;5c04b35d9d198640;eed1d3d3635db114;85da6021ed9f6399;2024-10-03T18:45:27.000Z;#Meloni Italië  veegt de vloer aan met #Macron Frankrijk . De oplossing is niet Afrikanen naar Europa brengen maar de Afrikanen bevrijden van degenen die ze exploiteren . #migratie #EU #WEF #VN2030Agenda;4;38;90;1,5K;migratie;2024-10-06 09_57_10.118611;0.426906466484070;0.024940166622400;0.000030705065001;0.000961109471973;0.000208305136766;0.367489695549011;0.000414853158872;1. Against immigration, migrants, foreigners, refugees, or Muslims.
13;c36a549647ec43b2;2373ebc3b84bfd69;54560bc4fa5797e9;2024-10-03T22:15:28.000Z;De ene dag wil Faber Nederland losweken van het Europese 'project asiel en migratie', en de andere dag zegt ze dat Nederland de asielproblematiek vanuit een Europees perspectief wil aanpakken.;2;8;12;3,8K;migratie;2024-10-06 09_57_10.118611;0.006068274378776;0.000379975099349;0.000817783584352;0.000171521969605;0.000108885491500;0.077682748436928;0.000590039708186;5. Is neutral.
14;605514817f163bba;84bd820536e3a11d;f8c2bb1c9571be9e;2024-10-02T08:32:44.000Z;Hier nog een bonus-gekmaker over gender en intersectionaliteit in migratie-research;4;9;76;4K;migratie;2024-10-06 09_57_10.118611;0.016603304073214;0.000094187293143;0.000007985760021;0.000208412791835;0.000070606809459;0.001601109164767;0.000214953091927;5. Is neutral.
15;1045f05d7ad0761d;5820917a3eeea9e9;539bcb62a3beb6aa;2024-10-03T18:35:46.000Z;Als we een bord voor Faber bij het ministerie van Asiel en Migratie konden zetten, wat zou de tekst dan moeten luiden?;26;4;12;4,6K;migratie;2024-10-06 09_57_10.118611;0.003574976930395;0.000200467678951;0.000605300418101;0.000003790584515;0.000010691021998;0.006565965712070;0.000219567184104;5. Is neutral.
16;ecd9f08e9b74feb8;84bd820536e3a11d;f8c2bb1c9571be9e;2024-09-28T12:01:28.000Z;"Een droog feitelijke recensie van @HofhuisSteij onderbouwt dat ‘Hoe migratie echt werkt’ alleen werkt als migratie een linksliberale salon is, en werken synoniem staat voor een pamflet dat heel actief op de koffietafel is gelegd.

https://ewmagazine.nl/nederland/achtergrond/2024/09/hoe-feitelijk-is-de-migratiebestseller-van-hein-de-haas-nou-werkelijk-83201w/…";1;6;36;2,8K;migratie;2024-10-06 09_57_10.118611;0.019178492948413;0.000019499611881;0.000016297590264;0.000685729552060;0.000113831112685;0.000747857266106;0.000275861588307;5. Is neutral.
17;9fc6c361df4309cd;8a3616dd0c5108cf;dfba4b8cb300212e;2023-09-16T15:09:07.000Z;"Voor ze vertrekt geeft ze een TRAP na door belastingen voor middeninkomens te verhogen! Van 37% naar 49,5%! De helft van het geld waar JIJ voor werkt verdwijnt naar klimaat-gekte, migratie & Oekraïne! 

Doe een  & RT als je Kaag ook SPUUGZAT bent!";377;1,6K;5K;134K;migratie;2024-10-06 09_57_10.118611;0.191192343831062;0.008244959637523;0.000166652287589;0.004456741269678;0.001602220931090;0.116533033549786;0.000797961547505;1. Against immigration, migrants, foreigners, refugees, or Muslims.
18;69facc8ffc78dbe3;cf672d5ba48061bc;26318ceefa5be0fb;2024-06-17T14:09:37.000Z;Marjolein Faber, gisteren vierde ze haar verjaardag, onze PVV-kandidaat minister van Asiel en Migratie. Veel succes Marjolein!;537;527;5,6K;204K;migratie;2024-10-06 09_57_10.118611;0.000249514996540;0.000006812187166;0.000015647739929;0.000487033801619;0.000109145999886;0.004637784790248;0.000042516021495;5. Is neutral.
19;5def94ade3576919;1d835de193fd935f;6f9b052a3c14f10b;2024-10-01T14:14:47.000Z;"Op1 uitzending 17 november 2023: 
Frans Timmermans vs. Pieter Omtzigt over asiel en migratie";3;2;11;1,7K;migratie;2024-10-06 09_57_10.118611;0.008664432913065;0.000150212334120;0.000005540367965;0.000229170618695;0.000512425380293;0.016440957784653;0.002311039250344;5. Is neutral.
20;5b9c56f30e276368;e6202fea35433482;680481eb65925ace;2021-03-11T21:27:42.000Z;Ik ben dit zoooo spuugzat. Ik verdwijn uit de media, want ik trek het mentaal niet meer. Thanks voor alle steun, politie weet ervan. Ik heb extra respect nu voor alle opiniemakers met een migratie-achtergrond die worden bedreigd. Wát een mensen.;847;1K;4,3K;/lale_gul89###/lale_gul89###/lale_gul89/status/1370124297780535299;migratie;2024-10-06 09_57_10.118611;0.213617041707039;0.000035334844142;0.047223780304193;0.000063544488512;0.000019889261239;0.082697562873363;0.000553063757252;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
21;b419a4abd3b7781b;7a92bc5d3ed1386e;c503c64815537aec;2024-10-01T10:39:07.000Z;"Samen met prof. @GoodwinMJ schreef ik dit artikel over de enorme kosten van overwegend laaggeschoolde migratie en de noodzaak voor zeer selectief migratiebeleid.
Bestel voor meer hierover mijn boek Migratiemagneet Nederland: https://tinyurl.com/migratiemagneetnl….
#migratiemagneetnl";3;24;72;5,7K;migratie;2024-10-06 09_57_10.118611;0.007225610781461;0.000312267307891;0.000014047971490;0.000077447504736;0.000193892687093;0.001639499911107;0.000327626446960;1. Against immigration, migrants, foreigners, refugees, or Muslims.
22;61a76e4cb20b0e99;201f06323bfc45a8;81fbf877d6cd4451;2024-09-25T11:37:36.000Z;Behalve Denemarken bezoek ik deze dagen meer landen waar we nog heel wat van kunnen opsteken als het om grensbeleid en vreemdelingenopvang gaat.;24;34;257;10K;migratie;2024-10-06 09_57_10.118611;0.011500974185765;0.000030190523830;0.000135046590003;0.000214846339077;0.000194512453163;0.014414430595934;0.000178660964593;5. Is neutral.
23;893f5e1515e06940;991d78b84666fdd4;1920d51d01f57877;2024-10-03T11:11:05.000Z;"#VreemdelingenVisie - Hoe ervaren asielzoekers hun 𝗮𝘀𝗶𝗲𝗹𝗽𝗿𝗼𝗰𝗲𝗱𝘂𝗿𝗲 en hoe beïnvloedt dit hun bereidheid om terug te keren na een afwijzing? 

#DTenV-directeur Martijn Tubbergen deed hier onderzoek naar. 

 Lees verder:

https://vreemdelingenvisie.nl/vreemdelingenvisie/2024/09/proefschrift… 
#migratie #asiel";;1;3;227;migratie;2024-10-06 09_57_10.118611;0.004249531310052;0.000011308839930;0.000178259739187;0.000039780443331;0.000078162971477;0.000298752362141;0.000116407172754;5. Is neutral.
24;4f528a15daf1f549;9a1a3cc4d3cb135e;bb46e5e753752a56;2024-10-02T14:58:16.000Z;"Nou daar is konthaar Flop Jetten ook nog ff mensen!
Zijn Marijke vd Podt gerukt heeft asiel en migratie in haar portefeuille maar deed er totaal niks mee!
Stom lullen en zakken vullen!
Toen hoorde we die konthaar nooit dus zwijg nu ook maar!
Vieze Hamaspijper!";;2;5;182;migratie;2024-10-06 09_57_10.118611;0.610413908958435;0.000118465250125;0.000066515211074;0.010042313486338;0.000951813068241;0.100066982209682;0.000137418042868;1. Against immigration, migrants, foreigners, refugees, or Muslims.
25;aa076b6200effc60;a08474248359c952;4c4520d4558fbe95;2024-09-25T14:18:05.000Z;"Onze gevangenissen zitten overvol. 40% van de gevangenen zijn nochtans niet-Belgen en 30% verblijft zelfs illegaal in ons land. De enige oplossing is dus een streng migratie- en een terugkeerbeleid!

Vlaams parlementslid @A_Blancquaert #VlaParl";14;44;216;3,5K;migratie;2024-10-06 09_57_10.118611;0.054504211992025;0.000748840626329;0.000033095973777;0.000087275991973;0.000063326166128;0.005287938285619;0.000140524192830;1. Against immigration, migrants, foreigners, refugees, or Muslims.
26;b5257fd136f515fa;e073df95abd174a6;c06f39def8e9d116;2024-10-02T04:24:20.000Z;Partner heeft 2,5j in Westakkers gezeten in Beveren, 400 Afghanen, Syriërs, Libanezen en Palestijnen. 1 grote shit, 1 grote onverdraagzaamheid, 1 groot fundamentalisme, 1 groot profitariaat. Migratie, échte problematiek! PS. En ze hangen dagelijks in Antwerpen drugs te verkopen!;1;9;38;1K;migratie;2024-10-06 09_57_10.118611;0.562878966331482;0.001193059375510;0.000111680237751;0.000287782138912;0.000194187960005;0.149971842765808;0.005473221186548;1. Against immigration, migrants, foreigners, refugees, or Muslims.
27;25382404e077db77;f2a1cced1a2eb0f6;2f6895a35ae9e5ca;2024-10-05T07:19:54.000Z;"Vandaag op de #MainzerBeobachter: een blogje over de migratie en het koninkrijk van de Frygiërs en over hun koning Midas.

https://mainzerbeobachter.com/2024/10/05/de-frygiers-van-koning-midas/…";;1;4;313;migratie;2024-10-06 09_57_10.118611;0.000989547232166;0.000007366970294;0.000002081820185;0.000075691605161;0.000045347027481;0.001635160529986;0.000023464153855;5. Is neutral.
28;79070f81e52b1824;0e73e332fd24f4e4;3db56deb05286508;2024-10-01T15:21:28.000Z;"Er verblijven op dit moment maar liefst 500 (!) asielzoekers op hotel. 

Een korte samenvatting van de mondelinge vragensessie aan de staatssecretaris voor asiel en migratie deze middag";32;80;288;8,9K;migratie;2024-10-06 09_57_10.118611;0.009429267607629;0.000005829762813;0.000026782508940;0.000194558640942;0.000610500981566;0.008072354830801;0.000427132763434;5. Is neutral.
29;00877812f028c266;e6d5900f9805c23f;2436b23f956a6351;2024-10-03T12:42:39.000Z;Nee, dit is niet een uit het Pieter Baan Centrum ontsnapte, tachtig jaar TBS opknappende bejaardenvergiftigster, maar Marjolein Faber, onze minister van Asiel en Migratie. Ze had vanwege een gesprek met haar Poolse collega, kledingadvies gevraagd aan PVV-Reichsführer Wilders.;1;1;2;88;migratie;2024-10-06 09_57_10.118611;0.031520567834377;0.000328001799062;0.000420603231760;0.000523027847521;0.000227691532928;0.057752691209316;0.001689363853075;1. Against immigration, migrants, foreigners, refugees, or Muslims.
30;5f9343819f530208;435aef89ecf61860;53a9ef24004233ee;2024-09-30T05:55:51.000Z;“Welvaartschauvinisme combineert twee primaire angsten: de angst voor het vreemde en de angst om financieel niet rond te komen. De manier waarop politici over migratie praten, heeft een grote invloed.” #kies24;;;2;138;migratie;2024-10-06 09_57_10.118611;0.008132136426866;0.000007553626801;0.000052003517339;0.000067652348662;0.000019013952624;0.000470187573228;0.000120108539704;5. Is neutral.
31;83299ed5a501d173;53ee61617a3549e2;aec27c8250e04a48;2024-09-30T14:45:29.000Z;"Parijs in 1960: Beschaving en cultuur, waar schoonheid en traditie floreerden.
                      <=>
Nu slachtoffer van de open EU-grenzen.
Het heeft zijn ziel verloren aan het verval van migratie.

Dit moet stoppen en die er zijn moeten terug.";18;170;421;8,8K;migratie;2024-10-06 09_57_10.118611;0.033775746822357;0.000395732844481;0.000048049005272;0.000089716537332;0.000025142393497;0.014731049537659;0.000059015084844;1. Against immigration, migrants, foreigners, refugees, or Muslims.
32;a417dd5ed655ce0c;9dbae9ff42597659;d539c397f3193592;2024-09-30T17:05:27.000Z;"Parijs in 1960: Beschaving en cultuur, waar schoonheid en traditie floreerden.
                      
Nu slachtoffer van de open EU-grenzen.
Het heeft zijn ziel verloren aan het verval van migratie.

Europa is verkocht";;1;2;294;migratie;2024-10-06 09_57_10.118611;0.063701711595058;0.000019389479348;0.000063456922362;0.000411913060816;0.000152030857862;0.014239095151424;0.001093272585422;1. Against immigration, migrants, foreigners, refugees, or Muslims.
33;591b71c1fe59baed;f6ad8b7541281c9c;626558699795b70a;2024-10-04T20:41:02.000Z;Weelde - 2 dagen aaneen boeiende lezingen gehad over de ‘rechtsstaat en veiligheid’ als onderdeel van een leergang van de Filosofische School Nederland. Onder andere van Paul Scheffer over grenzen, migratie en demografische ontwikkeling.;;;3;269;migratie;2024-10-06 09_57_10.118611;0.001706104143523;0.000006186632163;0.000053917530749;0.000050736467529;0.000148854669533;0.007147980853915;0.000397401949158;5. Is neutral.
34;fcd7cbbedbedc240;37d7c4e50ae810af;89bda5c222001de3;2024-09-26T18:43:48.000Z;"Mooi om aanwezig te zijn bij het opdragen van de migratie Bijbel van @NBG_Bijbel Samuel Lee: "" In een plek en tijd waar er gesproken wordt over een migratiecrisis, spreekt deze uitgave over een migratiezegen""";;3;5;326;migratie;2024-10-06 09_57_10.118611;0.000528377655428;0.000004073662694;0.000039897004172;0.000557024613954;0.000084277256974;0.000316256569931;0.000065093496232;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
35;d727435806504722;93da627eeb214936;7299e9d3167c2f44;2024-10-02T17:26:15.000Z;Vandaag met @ThomvCampen op bezoek bij ons team in Brussel. @MalikAzmani en zijn ploeg maken het echte verschil voor Nederlanders met concrete successen voor een veiliger Europa, met grip op migratie en ruimte voor ondernemers. Tot snel!;55;16;103;13K;migratie;2024-10-06 09_57_10.118611;0.000275539088761;0.000006535299690;0.000000877043249;0.000035135621147;0.000001651319167;0.002012247685343;0.000003258910965;5. Is neutral.
36;957446300d1ae37c;3762a070bdb1e22e;0d8bea8fbd4712ee;2024-09-23T10:45:11.000Z;"Wilders' ""Geen cent naar Italië"" is omgeslagen, want Wilders weet dat asiel en migratie zijn prisoner's dilemma is. Want: de rechtstaat. Hij probeert aan dat dilemma te ontsnappen met steun aan Salvini en samen te werken met Orban. Zo ondermijnen de extreemrechtse partijen de EU";8;46;121;10K;migratie;2024-10-06 09_57_10.118611;0.050818730145693;0.000281669403193;0.000247545860475;0.000075544645370;0.000012179647456;0.011867590248585;0.001409724703990;1. Against immigration, migrants, foreigners, refugees, or Muslims.
37;1cdd3e5a9a3606e1;b72e798feac1ce80;4826bae28a77f8ca;2024-10-04T13:14:36.000Z;"DE LIEFDESLICHTSTAD  Parijs in 1960: Beschaving en cultuur, waar schoonheid en traditie floreerden.
                      
Nu slachtoffer van de open EU-grenzen.
Het heeft zijn ziel verloren aan het verval van migratie.

#Parijs #Asielcrisis #Kansparels #omvolking";;;2;34;migratie;2024-10-06 09_57_10.118611;0.014638280496001;0.000008655155398;0.000176361150807;0.000151780128363;0.000250048935413;0.004444843623787;0.000083482031187;1. Against immigration, migrants, foreigners, refugees, or Muslims.
38;b435a6bff2dcfcbf;9e70bb5c5b8bac73;8df5e20dd32e9eae;2024-10-01T17:01:13.000Z;Een zoveelste slachtoffer is gevallen omwille van #migratie. Ditmaal een jonge Franse vrouw, Philippine. Ze is verkr*cht en vervolgens vermoord door een illegale Marokkaan, die bekendstond bij het gerecht voor gelijkaardige zedenfeiten. NSV verspreidt daarom, i.s.m.;3;21;59;521;migratie;2024-10-06 09_57_10.118611;0.423078775405884;0.000686578627210;0.000570904405322;0.287964463233948;0.017150124534964;0.807370662689209;0.020499998703599;1. Against immigration, migrants, foreigners, refugees, or Muslims.
39;c0c449b81594562b;84d4dce0d11bc319;6d766d2851292e0f;2024-09-28T07:45:35.000Z;Dat deze klungel Staatssecretaris voor Asiel en Migratie kon worden was al erg, maar Minister van Defensie? Stel je voor.;4;4;13;520;migratie;2024-10-06 09_57_10.118611;0.028053443878889;0.000040824168536;0.000008394748875;0.000092648086138;0.000139487558044;0.055283356457949;0.001760314684361;1. Against immigration, migrants, foreigners, refugees, or Muslims.
40;64ac771d25350a03;9efc3b08bc663b24;603168e6f690ddd3;2024-09-29T20:57:33.000Z;Mensen zijn de migratie zat;1;1;9;169;migratie;2024-10-06 09_57_10.118611;0.715388000011444;0.000009517476428;0.000353140669176;0.000020773002689;0.000002008146112;0.007231726311147;0.000111422821647;1. Against immigration, migrants, foreigners, refugees, or Muslims.
41;47d93a547a3a5268;1bd71fed63c7adaa;1af97bee8d7432d2;2024-10-03T18:57:50.000Z;"Pestplannetjes worden groots gepresenteerd, met weinig effect.

Echte oplossingen (bijv. op het gebied van arbeidsmigratie, voldoende opvang en sneller integreren) worden afgehouden.

De politiek bestuurlijke chaos groeit en een toekomstbestendig beleid op migratie ontbreekt.";90;40;110;17K;migratie;2024-10-06 09_57_10.118611;0.011214382015169;0.000012593741303;0.000010841013136;0.000005726828022;0.000014297743292;0.000984082114883;0.000025555373213;5. Is neutral.
42;27a93866b7a4c2cc;7297db81c2f7916e;f7def22ea3c2030d;2024-09-29T19:17:35.000Z;Er zijn talloze voorbeelden in de geschiedenis waarbij migratie de ondergang was van een samenleving.;;;4;14;migratie;2024-10-06 09_57_10.118611;0.046644493937492;0.000046930003009;0.000052120638429;0.000005887759016;0.000002496839898;0.015077188611031;0.000403757236199;1. Against immigration, migrants, foreigners, refugees, or Muslims.
43;66bdb7673cd7d3c2;bfe1f602b01b9ccc;462a152ce6fb3fd4;2024-09-27T07:29:52.000Z;Migratie-expert Hein de Haas legt in minder dan 1 minuut uit dat de “asielcrisis” een gemaakt probleem is. #Renze;3;3;10;1,6K;migratie;2024-10-06 09_57_10.118611;0.056198041886091;0.000042883599235;0.000029995691875;0.000044947151764;0.000048958110710;0.003849295666441;0.000217180684558;2. In support of immigration, migrants, foreigners, refugees, or Muslims.
44;cafe7cb5a707f18c;e83f45a930a6bc8b;ff676d187dc11b85;2024-09-23T08:37:28.000Z;39. Minder haast, meer grip op... (nee niet migratie maar meer grip op mijn ADHD, een verademing), minder gewicht (de XL broeken beginnen eindelijk weer af te zakken, im on the way back, Artis work outs zoals op de foto helpen), meer schrijven (de basis van wat ik ben), meer;65;;481;28K;migratie;2024-10-06 09_57_10.118611;0.032928325235844;0.000555892824195;0.042922433465719;0.000507958175149;0.000135134177981;0.000712805544026;0.000350223999703;6. Other: unrelated personal achievements and goals.
45;614abfcc6c078e1f;c3b1a0ff1213c49c;7c11bb07604e4c4f;2024-09-30T22:32:03.000Z;"BREAKING 

Onderbouwing noodwet van minister Faber gelekt! 

𝐀𝐚𝐧 𝐝𝐞 𝐓𝐰𝐞𝐞𝐝𝐞 𝐊𝐚𝐦𝐞𝐫,

Betreft: Onderbouwing Noodwet Asiel en Migratie

Beste Kamerleden,";1;2;9;2,5K;migratie;2024-10-06 09_57_10.118611;0.000366306223441;0.000009003385458;0.000013148131075;0.000283127912553;0.000478835339891;0.013068865053356;0.001747209345922;6. Other: nor for or against immigration
46;1921dbe1b1a608c6;ee3650651b5d1ac7;a9f441ebeb46752c;2024-10-04T06:52:34.000Z;".⁦@mirjambikker⁩ opinie in ⁦⁦@trouw⁩:
‘Hoe serieus neemt deze coalitie het behoorlijk bestuur? Wat zijn de rechtsstatelijke ‘vangrails’ waard, als de minister van Asiel en Migratie de Jeep mag pakken om off road te gaan karren?’";2;5;18;1K;migratie;2024-10-06 09_57_10.118611;0.001944133196957;0.000038260477595;0.000067290107836;0.000701898126863;0.001585669931956;0.008183535188436;0.001544984523207;5. Is neutral.
47;3ff360bf07dab409;e2ba2e7a25d13546;c5d57eb56bd77602;2023-11-24T22:12:10.000Z;Hoi dame bij #Op1 #Op1npo: Weet je wáár wordt gezegd “Koffers al gepakt?” Niet op werk hoor, waar mensen met migratie-achtergrond al jaren werken en leven met hun NL collega’s. Nee… Het wordt gezegd op posters in (Amsterdamse) scholen. Kinderbangmakerij optima forma.;1K;1,9K;7,8K;586K;migratie;2024-10-06 09_57_10.118611;0.029212290421128;0.000083004793851;0.000128797662910;0.003082121256739;0.001195047050714;0.143870368599892;0.000391073321225;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.
48;173d0e416573ad4e;6384b1ab7ef29a39;410ff4d791b12787;2024-09-26T19:38:17.000Z;Het kabinet heeft grote woorden over migratie, maar laat nog geen resultaten zien. Bij Eva vertelde ik welke maatregelen het CDA wil nemen om grip op migratie te krijgen.;797;152;489;228K;migratie;2024-10-06 09_57_10.118611;0.026420373469591;0.000033792090107;0.000144754259964;0.000082293583546;0.000301923224470;0.004612320568412;0.000165831341292;5. Is neutral.
49;92672e3ee68cbf16;31494b891fd953dd;d421c957161748d2;2024-09-13T12:06:42.000Z;"Mensen voelen dagelijks de gevolgen van de asielcrisis. De kiezer heeft ons een duidelijke opdracht gegeven. Het roer moet om en de instroom moet direct omlaag. Daarom kom ik met het strengste asielbeleid ooit. Ik ga voor een veiliger Nederland.

https://rijksoverheid.nl/ministeries/ministerie-van-asiel-en-migratie/nieuws/2024/09/13/minister-faber-nederland-krijgt-strengste-asielregime-ooit…";1,7K;1,4K;6,5K;968K;migratie;2024-10-06 09_57_10.118611;0.060757998377085;0.006639439146966;0.000752760446630;0.000013749763639;0.000011257310689;0.036722451448441;0.000213013830944;1. Against immigration, migrants, foreigners, refugees, or Muslims.
50;f684a9356eeba443;39d3a2e969b3dec1;78d7ac53627b2be4;2024-09-26T19:49:25.000Z;"#vandaaginside #renze #faber #Denemarken #asiel #terapel #pvda #sp #pvv #wilders #migratie

Zo gek is dit Deense beleid toch niet? We moeten stoppen met het warm onthalen van gajes uit Noord-Afrika die enkel uit zijn op ontwrichting van onze samenleving. Niet naïef zijn!";2;3;15;1,9K;migratie;2024-10-06 09_57_10.118611;0.472808212041855;0.000406778795877;0.000003197326123;0.000034002565371;0.000002448850182;0.048294324427843;0.000012268935279;1. Against immigration, migrants, foreigners, refugees, or Muslims.
51;8c98f5fbffdb563c;366581b82d5665a1;fd41dedda255d4ba;2024-10-01T20:06:35.000Z;"In de krant  zal u het niet lezen, maar vandaag heb ik in het parlement aan uittredend staatssecretaris voor Asiel & Migratie Nicole de Moor (CD&V) hierover dus het volgende gezegd:

 ""Vier islamitische Palestijnen die zich jarenlang bezighielden met jihad-terreur, konden";30;142;499;11K;migratie;2024-10-06 09_57_10.118611;0.104432828724384;0.000186099015991;0.000012206382053;0.000066519780376;0.000014966130038;0.052006877958774;0.000817127700429;1. Against immigration, migrants, foreigners, refugees, or Muslims.
52;4d8d14cc495f7740;d751df4324270962;cc4ee170f504b4cd;2024-09-26T20:39:43.000Z;Ja hoor de migratie expert bij #renze die het nodig vindt er zo veel mogelijk binnen te halen.;4;2;13;687;migratie;2024-10-06 09_57_10.118611;0.138655021786690;0.000122918849229;0.000052426963521;0.000046520868636;0.000046029534133;0.040955748409033;0.000341156614013;4. Against those that support immigration, migrants, foreigners, refugees, or Muslims.
