id;timestamp;unix_timestamp;Rank;Tweeter;Query;Datetime;Hate Score;Position;Status November 2024;Status February 2025;Original content;Google translation
11;2024-10-10 00:00:00;1728511200;446;f9d1fc25539ebbb6a36e71f6af3bceb159f5eb452e335f17;vluchtelingen;2024-10-10;0.843128442764282;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"tuurlijk niet,want vluchtelingen zijn allemaal gevacineerd........
domkop";"Of course not, because refugees have all been vaccinated...
stupid"
12;2024-10-01 00:00:00;1727733600;200;235de27d4be4a0b6232472dd3505d0c4e5bcc95806d8deeb;vluchtelingen;2024-10-01;0.862712383270264;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Schandalig  om overal hordes moslimmannen door de strot te duwen 

Het zijn absoluut geen vluchtelingen 

Ze zijn vanuit veilige landen zoals Syrië, via oa. het veilige Turkije en het veilige Griekenland, Oostenrijk,  Duitsland of België hierheen gekomen 

Fraudeurs. Deporteren";"It's shameful to be shoving things down the throats of hordes of Muslim men everywhere 

They are absolutely not refugees 

They come from safe countries such as Syria, via, among others. the safe Turkey and the safe Greece, Austria, Germany or Belgium came here 

Fraudsters. Deport"
13;2024-10-01 00:00:00;1727733600;203;235de27d4be4a0b6232472dd3505d0c4e5bcc95806d8deeb;vluchtelingen;2024-10-01;0.883619368076324;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Deze moslimkolonisten geven hier publiekelijk toe helemaal geen vluchtelingen te zijn maar hezbollah leden 

Politie moet ze oppakken,  en dan identificeren  en deporteren";"These Muslim settlers publicly admit that they are not refugees at all but members of Hezbollah 

Police must arrest them, identify them and deport them"
14;2024-10-01 00:00:00;1727733600;325;2dacfe662eb2d6e67699a3784b2b5024650557557270a2a5;vluchtelingen;2024-10-01;0.969209611415863;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"OMG.. Oldebroek. Zum kotzen.
 Ik zou het echt leuk vinden als iedereen verplicht een DNA test deed. En dan erachter komen hoe weinig NL/EU bloed er eigenlijk door je aderen stroomt. Was de NL vlag gauw weer binnen.
Jullie zijn ook gwn vluchtelingen sukkels. Alleen langer geleden.";"OMG.. Oldebroek. Zum puke.
 I would really like it if everyone was required to take a DNA test. And then find out how little NL/EU blood actually flows through your veins. The NL flag was quickly returned.
You're also really fugitives, idiots. Just longer ago."
15;2024-10-01 00:00:00;1727733600;810;6171705b88ddf833102adcfdaa97f918e32c418e84575849;vluchtelingen;2024-10-01;0.875613749027252;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;De grote meerderheid zijn geen vluchtelingen maar asielzoekers die door meer dan 3 veilige landen gereisd. Onze 'haat' zoals jij die beschrijft ligt aan de moorden overvallen verkrachtingen enz enz die wij niet gewoon zijn. Deze mensen moeten allemaal terug naar hun eigen land.;The vast majority are not refugees but asylum seekers who have traveled through more than 3 safe countries. Our 'hatred' as you describe it is due to the murders, robberies, rapes, etc., etc., which we are not used to. These people must all return to their own country.
16;2024-10-13 00:00:00;1728770400;387;252cefddf9a75e5c639ef85515f8b221d880e14b293e8c24;vluchtelingen;2024-10-13;0.867771446704865;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Ik geloof er niks van dat leiders van terroristische organisaties verheerlijkt worden door studenten en activisten. Dat maak jij ervan. Verdeel en heers. Vluchtelingen en socialisten verketteren, land vervuilen en vergiftigen en rijken verrijken. 
Ik hoop dat dit kabinet valt.";"I don't believe that leaders of terrorist organizations are glorified by students and activists. That's what you make of it. Divide and conquer. Denigrating refugees and socialists, polluting and poisoning land and enriching the rich. 
I hope this government falls."
17;2024-10-13 00:00:00;1728770400;475;8c4d97a11962bc5979b21c6101221fc42a014d81e3369b47;vluchtelingen;2024-10-13;0.93304580450058;;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Vluchtelingen zijn de dodelijke ziekte zelf. En dan zijn ze ook nog allemaal niet gevaccineerd.

Down we go..  No chance for survival";"Refugees are the deadly disease itself. And then they are all not vaccinated.

Down we go.. No chance for survival"
18;2024-10-13 00:00:00;1728770400;485;63d1805114ad02af72ec33b93b6647b7ec0b58b12693b419;vluchtelingen;2024-10-13;0.888490855693817;;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Zet die zgn vluchtelingen lekker in Bloemendaal of in andere elite-wijken waar ze altijd hebben gestemd op de partijen die deze ellende hebben aangericht. Daar horen deze ¨vluchtelingen¨ thuis!;"Put those so-called refugees in Bloemendaal or in other elite neighborhoods where they have always voted for the parties that caused this misery. That's where these ""refugees"" belong!"
19;2024-10-13 00:00:00;1728770400;547;05ba45a6686278a940b2e9d523b6c580f6e20cadd4c3b574;vluchtelingen;2024-10-13;0.831093788146973;;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Als je echt vluchteling en je bent met je gezin bent dan is het eerste land waar je aankomt en dat veilig is goed. De meeste die hier komen zijn gelukzoekers. Die gasten moet je eruit trappen zodat we de echte vluchtelingen op kunnen vangen.;If you are really a refugee and you are with your family, then the first country you arrive in and that is safe is good. Most who come here are fortune seekers. You have to kick those guys out so that we can receive the real refugees.
20;2024-10-13 00:00:00;1728770400;547;05ba45a6686278a940b2e9d523b6c580f6e20cadd4c3b574;vluchtelingen;2024-10-13;0.831093788146973;;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Als je echt vluchteling en je bent met je gezin bent dan is het eerste land waar je aankomt en dat veilig is goed. De meeste die hier komen zijn gelukzoekers. Die gasten moet je eruit trappen zodat we de echte vluchtelingen op kunnen vangen.;If you are really a refugee and you are with your family, then the first country you arrive in and that is safe is good. Most who come here are fortune seekers. You have to kick those guys out so that we can receive the real refugees.
21;2024-10-13 00:00:00;1728770400;547;05ba45a6686278a940b2e9d523b6c580f6e20cadd4c3b574;vluchtelingen;2024-10-13;0.831093788146973;;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Als je echt vluchteling en je bent met je gezin bent dan is het eerste land waar je aankomt en dat veilig is goed. De meeste die hier komen zijn gelukzoekers. Die gasten moet je eruit trappen zodat we de echte vluchtelingen op kunnen vangen.;If you are really a refugee and you are with your family, then the first country you arrive in and that is safe is good. Most who come here are fortune seekers. You have to kick those guys out so that we can receive the real refugees.
22;2024-10-18 00:00:00;1729202400;260;52b7c4ba3dc26be3b4ca6be1cb095bbca402f8afe78be384;vluchtelingen;2024-10-18;0.887869298458099;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Israël is weer een vluchtelingenkamp binnengedrongen. Ik zeg dat we al deze vluchtelingen moeten binnen laten en niet in een AZC zetten maar in de achtertuin van een PVV'er moeten plaatsen.;Israel has entered another refugee camp. I say that we should let all these refugees in and not put them in an asylum seekers' center but put them in the backyard of a PVV member.
23;2024-10-09 00:00:00;1728424800;258;235de27d4be4a0b6232472dd3505d0c4e5bcc95806d8deeb;vluchtelingen;2024-10-09;0.885166883468628;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Schandalig  om overal hordes moslimmannen door de strot te duwen 

Het zijn absoluut geen vluchtelingen 

Ze zijn vanuit veilige zoals Syrië, via het veilige Turkije en het veilige Griekenland, de balkan, Oostenrijk, Duitsland of België hierheen gekomen 

Fraudeurs. Deporteren";"It's shameful to be shoving things down the throats of hordes of Muslim men everywhere 

They are absolutely not refugees 

They came here from safe places like Syria, via safe Turkey and safe Greece, the Balkans, Austria, Germany or Belgium. 

Fraudsters. Deport"
24;2024-10-09 00:00:00;1728424800;549;235de27d4be4a0b6232472dd3505d0c4e5bcc95806d8deeb;vluchtelingen;2024-10-09;0.855136811733246;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Schandalig  om overal hordes moslimmannen door de strot te duwen 

Het zijn absoluut geen vluchtelingen 

Ze zijn vanuit veilige zoals Syrië, via het veilige Gurlije en het veilige Griekenland, Oostenrijk.,  Duitsland kf België hierheen gekomen 

Fraudeurs. Deporteren";"It's shameful to be shoving things down the throats of hordes of Muslim men everywhere 

They are absolutely not refugees 

They came here from safe places like Syria, via safe Gurlije and safe Greece, Austria, Germany and Belgium. 

Fraudsters. Deport"
25;2024-10-09 00:00:00;1728424800;695;8c39138816c6ea1097012ce3de7733ac224b0381068d564f;vluchtelingen;2024-10-09;0.870834529399872;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Precies dat !!
Het gevaar komt niet van rechts,maar van links,die alle‘deuren’maar wagenwijd open wil laten staan voor al dat tuig wat binnenkomt !!
Echte vluchtelingen,tuurlijk,helpen,maar niet het‘gelukzoekend’tuig wat nu met karrevrachten binnenkomt !!";"Exactly that!!
The danger does not come from the right, but from the left, who wants to leave all the 'doors' wide open for all that scum that comes in!!
Real refugees, of course, help, but not the 'fortune-seeking' scum that are now coming in by the truckload!!"
26;2024-10-16 00:00:00;1729029600;922;c574af9fae3c6d7d11718e775ec1662cd3248a30f5ffcc0a;vluchtelingen;2024-10-16;0.906682968139648;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Wij zijn dol op vluchtelingen, maar alleen als ze moslimhater zijn en schijten op de plek waar ze vandaan komen. Jump tenderfoot, jump !;We love refugees, but only if they are Muslim haters and shit on the place they come from. Jump tenderfoot, jump!
27;2024-09-29 00:00:00;1727560800;251;946796f45bdb98a2b6ff06e056c3bf376f7402248c91c05e;vluchtelingen;2024-09-29;0.961719393730164;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Ja zo snel mogelijk en houd die vluchtelingen die weer op vakantie gaan naar eigenland ook aub buiten onze grenzen.;Yes, as soon as possible and please keep those refugees who are going on holiday to their own country outside our borders.
28;2024-09-29 00:00:00;1727560800;335;cf3ca295b21b871ba61d52ead63154a332e50fdb443b86dc;vluchtelingen;2024-09-29;0.992526650428772;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"En zo zit nederland vol met die idioten die mee zijn gekomen met de vluchtelingen in stroom.
En nu een uitkering hebben en onderdak.
O,O, NEDERLAND ZONDERGRENZEN IS OPEN VOOR DE CRIMINELEN En &MOORDERNAAR.
Maar de linkse kliek wil meer vluchtelingen opvang.";"And so the Netherlands is full of those idiots who came along with the refugees in flow.
And now have benefits and shelter.
O,O, THE NETHERLANDS WITHOUT BORDERS IS OPEN TO CRIMINALS AND MURDERERS.
But the left-wing clique wants more refugee shelters."
29;2024-09-29 00:00:00;1727560800;707;92543ac0e293bfe0bed3ccd14142c70fc6a14ba4b72d630c;vluchtelingen;2024-09-29;0.851101756095886;6. Other: unclear stance on immigration.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Standaard reactie bij opvang vluchtelingen.;Standard response when receiving refugees.
30;2024-10-19 00:00:00;1729288800;373;3db79c0914bac940cd1c0228b982ef9342f4a6655da3dca5;migratie;2024-10-19;0.889755725860596;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"#asielzoekers #Polen #Hongarije #asieldieren #Faber #daarompvv #crimigranten #asielcriminelen 
Er  komen steeds meer landen bij.
Nu Nederland nog .
Niemand maar dan ook echt niemand zit te wachten op deze overlastgevende en geldverslindende wezens.";"#asylum seekers #Poland #Hungary #asylum animals #Faber #daarrompvv #crimigrants #asylum criminals 
More and more countries are being added.
Still the Netherlands.
Nobody, absolutely nobody, wants these nuisance and money-consuming creatures."
31;2024-09-25 00:00:00;1727215200;22;a3525b1207037c24539b4a7c2c3a9f944211cf398716bbcf;migratie;2024-09-25;0.939923942089081;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Wat een stelletje criminelen is het toch.
8,7 miljard naar Oekraïne, 5,6 miljard naar asiel en migratie, 3,6 miljard naar klimaat, 9,4 miljard naar defensie.
En wat krijgt het volk? Een kruimeltje!
Gevolg: Nog meer mensen in armoede in 2025.

Dit kabinet moet OPROTTEN!!!!";"What a bunch of criminals they are.
8.7 billion to Ukraine, 5.6 billion to asylum and migration, 3.6 billion to climate, 9.4 billion to defense.
And what do the people get? A crumb!
Result: Even more people in poverty in 2025.

This government needs to FUCKING OUT!!!!"
32;2024-09-25 00:00:00;1727215200;438;4d526e5757ec275788b4126984653ae5a3f070a5cd85a9b4;migratie;2024-09-25;0.918565273284912;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;De #pvv kan niets. Enkel migratie als bedreiging zien. Hun “plannen” kunnen niet. Hun “beleid” is er niet. En de tokkies die op Wilders hebben gestemd gaan er enkel op achteruit.;The #PVV cannot do anything. Only see migration as a threat. Their “plans” are not possible. Their “policy” is not there. And the idiots who voted for Wilders are only getting worse.
33;2024-10-15 00:00:00;1728943200;273;b00f40cfdcc624a89b964057c659cb7d88e183463d8a2926;migranten;2024-10-15;0.829852998256683;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Welke tieners, die kansarme migranten strondverwende rotjochies?;Which teenagers, those underprivileged immigrants, spoiled brats?
34;2024-10-15 00:00:00;1728943200;410;636d436a59c1c09e5b12302d764b61f24ccda4c81428feb4;migranten;2024-10-15;0.985769331455231;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Er is alleen maar homohaat door migranten. Migranten zijn het probleem los dat eerst eens op;There is only homophobia by migrants. Migrants are the problem, solve that first
35;2024-10-15 00:00:00;1728943200;566;9d0d5564b16eca008fa993555bc5e53dafa576b20fa9a035;migranten;2024-10-15;0.837451696395874;3. Against those that oppose immigration or are negative towards migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Waarom moet domrechts hier migranten bijhalen? Gestoorde figuren.;Why does the stupid right have to bring in migrants here? Disturbed figures.
36;2024-10-15 00:00:00;1728943200;586;9d162032fd75a67be3079876ff9bedb8fdcab90dfacfad24;migranten;2024-10-15;0.926530718803406;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Wie wil nog meer migranten;Who wants more migrants?
37;2024-09-30 00:00:00;1727647200;777;a1ba5be515c04a00d4aa9d170acd86846a83e2827f746005;migranten;2024-09-30;0.946085512638092;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Migranten kosten ons ons land en die kut regering vult zijn zak ook n zij hoeven geen boodschappen rookwaren en te tanken in Duitsland jullie verhoeren heel ons vaderland hebben we daar de oorlog voor gewonnen om ons land nu weg te geven Adolf had het zelfs béter gedaan;Migrants cost us our country and that shitty government also fills its pocket and they don't have to buy cigarettes and gas in Germany, you whore the whole of our homeland, we won the war for that to give our country away now Adolf would have even done better
38;2024-09-30 00:00:00;1727647200;909;d687087aca68b81c849ad27574b7994a68e9a1c3fafa534a;migranten;2024-09-30;0.875971674919128;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Meer dan 3 mln. zien liever achterkant dan voorkrant van de ongewenste migranten. Kunnen ze niet uitgezet worden, belast dan toch die 3 mln. patriotten NL er niet mee. Het linkse gif bij elkaar opgeteld heeft alleen al meer dan 150.000 leden. Zoeken die het onderling maar uit..!;More than 3 million would rather see the back cover than the front cover of unwanted migrants. If they cannot be deported, then don't burden those 3 million Dutch patriots with it. The left-wing poison alone has more than 150,000 members. Let them figure it out among themselves..!
39;2024-10-17 00:00:00;1729116000;58;69ad6e17ef5eb1d785a2c120221ca6285db0138f56a20bdb;gelukzoekers;2024-10-17;0.887070059776306;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Plaats nergens een azc! Weg met die gelukzoekers niet in Numansdorp niet in Zuid Holland en niet in Nederland. Opvang in regio;Don't place an asylum seekers' center anywhere! Don't get rid of those fortune seekers in Numansdorp, not in South Holland and not in the Netherlands. Shelter in region
40;2024-09-29 00:00:00;1727560800;248;944a0d31e6131c3839128697733326f472c01dc667b2dde7;gelukzoekers;2024-09-29;0.879276931285858;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Het kan niet anders dan dat ze subsidies krijgen van de rijke olielanden. Alles verheerlijken van moslims en hun misdaden onder de mat schuiven. Waarop gaan die moslim gelukzoekers niet naar Saoudi Arbië, Qatar, VAE? Omdat ze daar niet binnen mogen.;They have no choice but to receive subsidies from the rich oil countries. Glorifying everything about Muslims and sweeping their crimes under the rug. Why don't those Muslim fortune seekers go to Saudi Arabia, Qatar, UAE? Because they are not allowed in there.
41;2024-10-14 00:00:00;1728856800;218;2ca40740fdf8ae95d1dee7ae1d5eac2121004291219e273b;gelukzoekers;2024-10-14;0.959143877029419;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Hier blijven die kut wereldverbeteraars maar bakkeleien hoe zielig het wel niet is om die kut gelukzoekers buiten onze grenzen te houden.Hoe langer het duurt hoe rechtser we worden.;Here those shitty do-gooders keep arguing about how pathetic it is to keep those shitty fortune seekers outside our borders. The longer it goes on, the more right-wing we become.
42;2024-10-19 00:00:00;1729288800;101;5c1dedd7c4d6431ee03a57c4d82f048f64127b4de9fde335;gelukzoekers;2024-10-19;0.857202291488647;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Dit gekke #D66 wijf wil #islamitische #terroristische #vrouwen- en #kinderverkrachtende #gelukzoekers aan het bed van uw oude vader en moeder. #Knettergek.;This crazy #D66 woman wants #Islamic #terrorist #women and #child raping #happiness seekers at the bedside of your old father and mother. #Crazy.
43;2024-10-18 00:00:00;1729202400;141;c02d978be604ab41b2d67f97d3a2af37f4bcedd194c36bdf;immigranten;2024-10-18;0.859802842140198;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Decennia te laat gaat Zweden een  onderzoek instellen naar de 'normen en waarden van immigranten' omdat ze niet verenigbaar zouden zijn met die van het Westen.. 

Dus eerst stop je je land tientallen jaren helemaal voor met islamitische zandvlooien waarvan bekend is dat Jodenhaat";"Decades late, Sweden is launching an investigation into the 'norms and values ​​of immigrants' because they are said to be incompatible with those of the West. 

So first you stop your country completely for decades with Islamic sand fleas that are known to hate Jews"
44;2024-10-18 00:00:00;1729202400;284;25ba2ee584e1a2b837e05cc0549dd1c7995863922651246b;immigranten;2024-10-18;0.820724844932556;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Alsof het om u draait? Het gaat om de toekomst van de Nederlandse generaties. Er is geen plaats meer voor kansloze immigranten in ons land.;Like it's all about you? It is about the future of the Dutch generations. There is no longer room for hopeless immigrants in our country.
45;2024-10-05 00:00:00;1728079200;12;d0be698fb692bb78a4771891dda9c853433e3f2bc60dcb7d;immigranten;2024-10-05;0.907087683677673;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Het woord OMVOLKING mag je niet gebruiken alle Hotels, Cruiseboten en overheidsgebouwen gaan naar de inteelt immigranten, ze krijgen zelfs voorrang op sociale huurwoningen. 

* Onze 'volksvertegenwoordigers' zijn verkapte Landverraders";"You are not allowed to use the word PEOPLE, all hotels, cruise boats and government buildings go to inbred immigrants, they are even given priority over social housing. 

* Our 'people's representatives' are disguised traitors to the country"
46;2024-10-05 00:00:00;1728079200;12;d0be698fb692bb78a4771891dda9c853433e3f2bc60dcb7d;immigranten;2024-10-05;0.907087683677673;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;"Het woord OMVOLKING mag je niet gebruiken alle Hotels, Cruiseboten en overheidsgebouwen gaan naar de inteelt immigranten, ze krijgen zelfs voorrang op sociale huurwoningen. 

* Onze 'volksvertegenwoordigers' zijn verkapte Landverraders";"You are not allowed to use the word PEOPLE, all hotels, cruise boats and government buildings go to inbred immigrants, they are even given priority over social housing. 

* Our 'people's representatives' are disguised traitors to the country"
47;2024-10-05 00:00:00;1728079200;388;2099cd23f3337322a2d02889c0dc7a497a8ec2e6a07c4c93;immigranten;2024-10-05;0.971412241458893;1. Against immigration, migrants, foreigners, refugees, or Muslims.;Hmm...this page doesn’t exist. Try searching for something else.;Hmm...this page doesn’t exist. Try searching for something else.;Waarom zouden wij ons laten intimideren door een stel asociale immigranten die ons land onveilig maken. Laat ze lekker oplazeren.;Why should we allow ourselves to be intimidated by a bunch of antisocial immigrants who make our country unsafe. Let them relax.
